P3_B10;MB0423A7;OTHER09_10;Other;teleo
P3_B11;MB0423A7;OTHER09_11;Other;teleo
P3_B12;MB0423A7;OTHER09_12;Other;teleo
P3_C1;MB0423A7;OTHER10_01;Other;teleo
P3_C2;MB0423A7;OTHER10_02;Other;teleo
P3_C3;MB0423A7;OTHER10_03;Other;teleo
P3_C4;MB0423A7;OTHER10_04;Other;teleo
P3_C5;MB0423A7;OTHER10_05;Other;teleo
P3_C6;MB0423A7;OTHER10_06;Other;teleo
P3_C7;MB0423A7;OTHER10_07;Other;teleo
P3_C8;MB0423A7;OTHER10_08;Other;teleo
P3_C9;MB0423A7;OTHER10_09;Other;teleo
P3_C10;MB0423A7;OTHER10_10;Other;teleo
P3_C11;MB0423A7;OTHER10_11;Other;teleo
P3_C12;MB0423A7;OTHER10_12;Other;teleo
P3_D1;MB0423A7;OTHER11_01;Other;teleo
P3_D2;MB0423A7;OTHER11_02;Other;teleo
P3_D3;MB0423A7;OTHER11_03;Other;teleo
P3_D4;MB0423A7;OTHER11_04;Other;teleo
P3_D5;MB0423A7;OTHER11_05;Other;teleo
P3_D6;MB0423A7;OTHER11_06;Other;teleo
P3_D7;MB0423A7;OTHER11_07;Other;teleo
P3_D8;MB0423A7;OTHER11_08;Other;teleo
P3_D9;MB0423A7;OTHER11_09;Other;teleo
P3_D10;MB0423A7;OTHER11_10;Other;teleo
P3_D11;MB0423A7;OTHER11_11;Other;teleo
P3_D12;MB0423A7;OTHER11_12;Other;teleo
P3_E1;MB0423A7;SPY222580_01;Magdalena;teleo
P3_E2;MB0423A7;SPY222580_02;Magdalena;teleo
P3_E3;MB0423A7;SPY222580_03;Magdalena;teleo
P3_E4;MB0423A7;SPY222580_04;Magdalena;teleo
P3_E5;MB0423A7;SPY222580_05;Magdalena;teleo
P3_E6;MB0423A7;SPY222580_06;Magdalena;teleo
P3_E7;MB0423A7;SPY222580_07;Magdalena;teleo
P3_E8;MB0423A7;SPY222580_08;Magdalena;teleo
P3_E9;MB0423A7;SPY222580_09;Magdalena;teleo
P3_E10;MB0423A7;SPY222580_10;Magdalena;teleo
P3_E11;MB0423A7;SPY222580_11;Magdalena;teleo
P3_E12;MB0423A7;SPY222580_12;Magdalena;teleo
P3_F1;MB0423A7;SPY222581_01;Magdalena;teleo
P3_F2;MB0423A7;SPY222581_02;Magdalena;teleo
P3_F3;MB0423A7;SPY222581_03;Magdalena;teleo
P3_F4;MB0423A7;SPY222581_04;Magdalena;teleo
P3_F5;MB0423A7;SPY222581_05;Magdalena;teleo
P3_F6;MB0423A7;SPY222581_06;Magdalena;teleo
P3_F7;MB0423A7;SPY222581_07;Magdalena;teleo
P3_F8;MB0423A7;SPY222581_08;Magdalena;teleo
P3_F9;MB0423A7;SPY222581_09;Magdalena;teleo
P3_F10;MB0423A7;SPY222581_10;Magdalena;teleo
P3_F11;MB0423A7;SPY222581_11;Magdalena;teleo
P3_F12;MB0423A7;SPY222581_12;Magdalena;teleo
P3_G1;MB0423A7;OTHER12_01;Other;teleo
P3_G2;MB0423A7;OTHER12_02;Other;teleo
P3_G3;MB0423A7;OTHER12_03;Other;teleo
P3_G4;MB0423A7;OTHER12_04;Other;teleo
P3_G5;MB0423A7;OTHER12_05;Other;teleo
P3_G6;MB0423A7;OTHER12_06;Other;teleo
P3_G7;MB0423A7;OTHER12_07;Other;teleo
P3_G8;MB0423A7;OTHER12_08;Other;teleo
P3_G9;MB0423A7;OTHER12_09;Other;teleo
P3_G10;MB0423A7;OTHER12_10;Other;teleo
P3_G11;MB0423A7;OTHER12_11;Other;teleo
P3_G12;MB0423A7;OTHER12_12;Other;teleo
P3_H1;MB0423A7;SPY222584_01;Magdalena;teleo
P3_H2;MB0423A7;SPY222584_02;Magdalena;teleo
P3_H3;MB0423A7;SPY222584_03;Magdalena;teleo
P3_H4;MB0423A7;SPY222584_04;Magdalena;teleo
P3_H5;MB0423A7;SPY222584_05;Magdalena;teleo
P3_H6;MB0423A7;SPY222584_06;Magdalena;teleo
P3_H7;MB0423A7;SPY222584_07;Magdalena;teleo
P3_H8;MB0423A7;SPY222584_08;Magdalena;teleo
P3_H9;MB0423A7;SPY222584_09;Magdalena;teleo
P3_H10;MB0423A7;SPY222584_10;Magdalena;teleo
P3_H11;MB0423A7;SPY222584_11;Magdalena;teleo
P3_H12;MB0423A7;SPY222584_12;Magdalena;teleo
P4_A1;MB0423A7;CNEG02_01;Magdalena;teleo
P4_A2;MB0423A7;CNEG02_02;Magdalena;teleo
P4_A3;MB0423A7;CNEG02_03;Magdalena;teleo
P4_A4;MB0423A7;CNEG02_04;Magdalena;teleo
P4_A5;MB0423A7;CNEG02_05;Magdalena;teleo
