"phylum","class","order","family","genus","species","acceptedScientificName","taxonomicStatus","iucnRedListCategory","decimalLatitude","decimalLongitude","issues"
"Chordata","Squamata",NA,"Teiidae","Ameiva","Ameiva bifrontata","Ameiva bifrontata divisa (Fischer, 1879)","ACCEPTED","NT",11.015161,-74.843467,"cdc,cdround"
"Chordata","Squamata",NA,"Gekkonidae","Lepidodactylus","Lepidodactylus lugubris","Lepidodactylus lugubris (Duméril & Bibron, 1836)","ACCEPTED","LC",11.003215,-74.95024,"cdc,cdround"
"Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus",NA,"Botaurus Stephens, 1819","ACCEPTED","NE",10.963847,-74.711257,"cdc,cdround,txmathi"
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus aeneus","Molothrus aeneus (Wagler, 1829)","ACCEPTED","LC",11.006978,-74.684928,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus palliatus","Haematopus palliatus Temminck, 1820","ACCEPTED","LC",11.051426,-74.85464,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris canutus","Calidris canutus (Linnaeus, 1758)","ACCEPTED","NT",11.051426,-74.85464,"cdc,cdround"
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus aeneus","Molothrus aeneus armenti Cabanis, 1851","ACCEPTED",NA,11.075015,-74.64815,"cdc,cdround"
"Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","Botaurus pinnatus","Botaurus pinnatus (Wagler, 1829)","ACCEPTED","LC",10.962619,-74.720102,"cdc,cdround"
"Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Hypanus","Hypanus guttatus","Hypanus guttatus (Bloch & Schneider, 1801)","ACCEPTED","NT",11.10625,-74.854687,"cdc,cdround"
"Chordata","Aves","Apodiformes","Trochilidae","Chlorostilbon","Chlorostilbon mellisugus","Chlorostilbon mellisugus (Linnaeus, 1758)","ACCEPTED","LC",11.032471,-74.867302,"cdc,cdround"
"Chordata","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","Potamotrygon magdalenae","Potamotrygon magdalenae (Duméril, 1865)","ACCEPTED","NT",11.197156,-74.786668,"cdround"
"Chordata",NA,"Perciformes","Centropomidae","Centropomus","Centropomus undecimalis","Centropomus undecimalis (Bloch, 1792)","ACCEPTED","LC",11.105998,-74.854606,"cdc,cdround"
"Chordata",NA,"Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides testudineus","Sphoeroides testudineus (Linnaeus, 1758)","ACCEPTED","LC",11.04542,-74.830752,"cdc,cdround"
"Chordata","Aves","Columbiformes","Columbidae","Columba","Columba livia","Columba livia var. domestica J.F.Gmelin, 1789","ACCEPTED",NA,10.949343,-74.856827,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus griseus","Limnodromus griseus (J.F.Gmelin, 1789)","ACCEPTED","VU",11.089378,-74.85167,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Laridae","Sternula","Sternula antillarum","Sternula antillarum R.Lesson, 1847","ACCEPTED","LC",11.089987,-74.85177,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius americanus","Numenius americanus Bechstein, 1812","ACCEPTED","LC",11.088622,-74.852988,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Chlidonias niger","Chlidonias niger (Linnaeus, 1758)","ACCEPTED","LC",11.087583,-74.853255,"cdc,cdround"
"Chordata","Aves","Passeriformes","Icteridae","Dolichonyx","Dolichonyx oryzivorus","Dolichonyx oryzivorus (Linnaeus, 1758)","ACCEPTED","LC",11.097692,-74.852785,"cdc,cdround"
"Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus fuscescens","Catharus fuscescens (Stephens, 1817)","ACCEPTED","LC",10.836436,-74.749549,"osiic"
"Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor","Procyon lotor (Linnaeus, 1758)","ACCEPTED","LC",11.010988,-74.70466,"cdc,cdround"
"Chordata","Squamata",NA,"Colubridae","Lygophis","Lygophis lineatus","Lygophis lineatus (Linnaeus, 1758)","ACCEPTED","LC",10.401108,-75.065047,"cdc,cdround"
"Chordata","Aves","Piciformes","Picidae","Piculus","Piculus chrysochloros","Piculus chrysochloros (Vieillot, 1818)","ACCEPTED","LC",11.006803,-74.68567,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna hirundo","Sterna hirundo Linnaeus, 1758","ACCEPTED","LC",10.992171,-74.56223,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chrysuronia","Chrysuronia lilliae","Chrysuronia lilliae (Stone, 1917)","ACCEPTED","NE",11.006118,-74.68364,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris mauri","Calidris mauri (Cabanis, 1857)","ACCEPTED","LC",11.037076,-74.859634,"cdc"
"Chordata","Aves","Apodiformes","Apodidae","Chaetura","Chaetura cinereiventris","Chaetura cinereiventris P.L.Sclater, 1862","ACCEPTED","LC",10.997743,-74.69493,"cdc"
"Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina","Porzana carolina (Linnaeus, 1758)","ACCEPTED","LC",11.025871,-74.799225,"cdc"
"Chordata","Aves","Galliformes","Cracidae","Ortalis","Ortalis ruficauda","Ortalis ruficauda Jardine, 1847","ACCEPTED","LC",11.022984,-74.84889,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Gallinago delicata","Gallinago delicata (Ord, 1825)","ACCEPTED","LC",10.955744,-74.74466,"cdc"
"Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps","Podilymbus podiceps (Linnaeus, 1758)","ACCEPTED","LC",10.955744,-74.74466,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Inezia","Inezia tenuirostris","Inezia tenuirostris (Cory, 1913)","ACCEPTED","LC",10.992171,-74.56223,"cdc"
"Chordata","Squamata",NA,"Anomalepididae","Liotyphlops","Liotyphlops bondensis","Liotyphlops bondensis bondensis","ACCEPTED",NA,10.960786,-74.773169,"cdc,cdround"
"Chordata","Aves","Psittaciformes","Psittacidae","Forpus","Forpus passerinus","Forpus passerinus (Linnaeus, 1758)","ACCEPTED","LC",11.017936,-74.851456,"cdc"
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus delawarensis","Larus delawarensis Ord, 1815","ACCEPTED","LC",11.058516,-74.85793,"cdc"
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus argentatus","Larus argentatus Pontoppidan, 1763","ACCEPTED","LC",11.05325,-74.85307,"cdc"
"Chordata","Aves","Suliformes","Sulidae","Sula","Sula leucogaster","Sula leucogaster (Boddaert, 1783)","ACCEPTED","LC",11.05325,-74.85307,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas corensis","Patagioenas corensis (Jacquin, 1784)","ACCEPTED","LC",11.006118,-74.68364,"cdc"
"Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","Phoenicopterus ruber","Phoenicopterus ruber Linnaeus, 1758","ACCEPTED","LC",10.78782,-74.574234,"cdc"
"Chordata","Aves","Coraciiformes","Alcedinidae","Chloroceryle","Chloroceryle inda","Chloroceryle inda (Linnaeus, 1766)","ACCEPTED","LC",11.006118,-74.68364,"cdc"
"Chordata","Testudines",NA,"Emydidae","Trachemys","Trachemys callirostris","Trachemys callirostris callirostris","ACCEPTED",NA,11.154533,-74.690771,"cdround"
"Chordata","","Siluriformes","Loricariidae","Rineloricaria","Rineloricaria magdalenae","Rineloricaria magdalenae (Steindachner, 1879)","ACCEPTED","NE",10.38578,-75.13289,"inmafu"
"Chordata","","Perciformes","Cichlidae","Geophagus","Geophagus steindachneri","Geophagus steindachneri Eigenmann & Hildebrand, 1922","ACCEPTED","NE",10.38578,-75.13289,"inmafu"
"Chordata","","Siluriformes","Loricariidae","Dasyloricaria","Dasyloricaria filamentosa","Dasyloricaria filamentosa (Steindachner, 1878)","ACCEPTED","LC",10.38578,-75.13289,"inmafu"
"Chordata","","Siluriformes","Pimelodidae","Pimelodus","Pimelodus yuma","Pimelodus yuma Villa-Navarro & Acero P., 2017","ACCEPTED","NE",10.79167,-74.74472,"inmafu"
"Chordata","","Characiformes","Characidae","Astyanax","Astyanax caucanus","Astyanax caucanus (Steindachner, 1879)","ACCEPTED","LC",10.79167,-74.74472,"inmafu"
"Chordata","","Clupeiformes","Engraulidae","Lycengraulis","Lycengraulis grossidens","Lycengraulis grossidens (Spix & Agassiz, 1829)","ACCEPTED","LC",10.38578,-75.13289,"inmafu"
"Chordata","","Rodentia","Heteromyidae","Heteromys","Heteromys anomalus","Heteromys anomalus (Thompson, 1815)","ACCEPTED","LC",9.93448,-75.1243,"inmano"
"Chordata","","Chiroptera","Phyllostomidae","Artibeus","Artibeus planirostris","Artibeus planirostris (Spix, 1823)","ACCEPTED","LC",9.93581,-75.117,"inmano"
"Chordata","","Chiroptera","Phyllostomidae","Carollia","Carollia perspicillata","Carollia perspicillata (Linnaeus, 1758)","ACCEPTED","LC",9.93581,-75.11715,"inmano"
"Chordata","",NA,"Emydidae","Trachemys","Trachemys callirostris","Trachemys callirostris (Gray, 1856)","ACCEPTED","NE",10.572869,-75.033864,"cdround,inmano"
"Chordata","","Siluriformes","Callichthyidae","Hoplosternum","Hoplosternum magdalenae","Hoplosternum magdalenae Eigenmann, 1913","ACCEPTED","LC",9.222356,-74.267345,"inmafu"
"Chordata","","Chiroptera","Phyllostomidae","Lampronycteris","Lampronycteris brachyotis","Lampronycteris brachyotis (Dobson, 1879)","ACCEPTED","LC",9.934606,-75.1268,"inmano"
"Chordata","","Rodentia","Echimyidae","Proechimys",NA,"Proechimys J.A.Allen, 1899","ACCEPTED","NE",9.93385,-75.11847,"inmano"
"Chordata","","Gymnotiformes","Apteronotidae","Apteronotus","Apteronotus mariae","Apteronotus mariae (Eigenmann & Fisher, 1914)","ACCEPTED","LC",8.987333,-73.97675,"cdround,gass84,inmano"
"Chordata","","Gymnotiformes","Sternopygidae","Eigenmannia","Eigenmannia humboldtii","Eigenmannia humboldtii (Steindachner, 1878)","ACCEPTED","NE",8.987333,-73.97675,"cdround,gass84,inmano"
"Chordata","","Perciformes","Osphronemidae","Trichopodus","Trichopodus pectoralis","Trichopodus pectoralis Regan, 1910","ACCEPTED","LC",9.012639,-73.954972,"cdround,gass84,inmano"
"Chordata","","Copelata","Oikopleuridae",NA,NA,"Oikopleuridae","ACCEPTED",NA,11.324219,-74.775175,"cdround,colmafu,inmafu"
"Chordata","","Doliolida","Doliolidae",NA,NA,"Doliolidae","ACCEPTED",NA,11.324219,-74.775175,"cdround,colmafu,inmafu"
"Chordata","","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tiburo","Sphyrna tiburo (Linnaeus, 1758)","ACCEPTED","EN",11.0403,-74.825,"inmafu"
"Chordata","","Chiroptera","Phyllostomidae","Artibeus",NA,"Artibeus Leach, 1821","ACCEPTED","NE",10.095861,-75.11775,"cdround,colmafu,inmafu"
"Chordata","","Rodentia","Erethizontidae","Coendou","Coendou longicaudatus","Coendou longicaudatus Daudin, 1802","ACCEPTED","NE",10.097472,-75.117333,"cdround,colmafu,inmafu"
"Chordata","","Anura","Hylidae","Boana","Boana xerophylla","Boana xerophylla (Duméril & Bibron, 1841)","ACCEPTED","NE",9.214167,-73.828889,"cdround,inmano"
"Chordata","","Passeriformes","Turdidae","Turdus","Turdus grayi","Turdus grayi incomptus (Bangs, 1898)","ACCEPTED",NA,9.233333,-73.834722,"cdround,inmano"
"Chordata","","Clupeiformes","Engraulidae","Anchoviella","Anchoviella elongata","Anchoviella elongata (Meek & Hildebrand, 1923)","ACCEPTED","LC",9.206111,-73.816389,"cdround,gass84,inmano"
"Chordata","","Characiformes","Characidae","Astyanax","Astyanax fasciatus","Astyanax fasciatus (Cuvier, 1819)","ACCEPTED","LC",9.206111,-73.816389,"cdround,gass84,inmano"
"Chordata","","Siluriformes","Heptapteridae","Rhamdia","Rhamdia guatemalensis","Rhamdia guatemalensis (Günther, 1864)","ACCEPTED","LC",9.206111,-73.816389,"cdround,gass84,inmano"
"Chordata","","Gymnotiformes","Sternopygidae","Eigenmannia","Eigenmannia virescens","Eigenmannia virescens (Valenciennes, 1836)","ACCEPTED","NE",9.211944,-73.826667,"cdround,gass84,inmano"
"Chordata","","Siluriformes","Doradidae","Centrochir","Centrochir crocodili","Centrochir crocodili (Humboldt, 1821)","ACCEPTED","LC",9.206111,-73.816389,"cdround,gass84,inmano"
"Chordata","",NA,"Colubridae","Leptodeira","Leptodeira septentrionalis","Leptodeira septentrionalis (Kennicott, 1859)","ACCEPTED","LC",9.201667,-73.873611,"cdround,gass84,inmano"
"Chordata","","Anura","Hylidae","Boana","Boana crepitans","Boana crepitans (Wied-Neuwied, 1824)","ACCEPTED","LC",9.214167,-73.828889,"cdround,inmano"
"Chordata","","Anura","Bufonidae","Rhinella","Rhinella marina","Rhinella marina (Linnaeus, 1758)","ACCEPTED","LC",9.200833,-73.876389,"cdround,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Artibeus","Artibeus jamaicensis","Artibeus jamaicensis Leach, 1821","ACCEPTED","LC",9.231111,-73.830556,"cdround,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Sturnira",NA,"Sturnira Gray, 1842","ACCEPTED","NE",9.231389,-73.830556,"cdround,inmano"
"Chordata","","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus blossevillii","Lasiurus blossevillii (Lesson & Garnot, 1826)","ACCEPTED","LC",9.231389,-73.83,"cdround,inmano"
"Chordata","","Chiroptera","Mormoopidae","Mormoops","Mormoops megalophylla","Mormoops megalophylla (Peters, 1864)","ACCEPTED","LC",9.231389,-73.830278,"cdround,inmano"
"Chordata","","Chiroptera","Emballonuridae","Saccopteryx",NA,"Saccopteryx Illiger, 1811","ACCEPTED","NE",9.231389,-73.830556,"cdround,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Artibeus","Artibeus watsoni","Artibeus watsoni Thomas, 1901","SYNONYM","LC",9.231389,-73.830556,"cdround,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga longirostris","Glossophaga longirostris Miller, 1898","ACCEPTED","LC",9.231389,-73.83,"cdround,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Anoura",NA,"Anoura Gray, 1838","ACCEPTED","NE",9.231389,-73.830556,"cdround,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Artibeus","Artibeus phaeotis","Artibeus phaeotis phaeotis","SYNONYM","LC",9.231389,-73.830556,"cdround,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Dermanura",NA,"Dermanura P.Gervais, 1856","DOUBTFUL","NE",9.231389,-73.830278,"cdround,inmano"
"Chordata","","Didelphimorphia","Didelphidae","Marmosa","Marmosa xerophila","Marmosa xerophila Handley & Gordon, 1979","ACCEPTED","VU",9.231667,-73.830278,"cdround,inmano"
"Chordata","","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon inconstans","Hyphessobrycon inconstans (Eigenmann & Ogle, 1907)","ACCEPTED","NE",7.9513,-73.90033,"colmafu,inmafu"
"Chordata","","Perciformes","Osphronemidae","Trichopodus",NA,"Trichopodus Lacepède, 1801","ACCEPTED","NE",7.9513,-73.90033,"txmathi,colmafu,inmafu"
"Chordata","",NA,"Scincidae","Marisora","Marisora unimarginata","Marisora unimarginata (Cope, 1862)","ACCEPTED","LC",10.845422,-74.954176,"cdround,gass84,inmano"
"Chordata","","Siluriformes","Pimelodidae","Pimelodus","Pimelodus blochii","Pimelodus blochii Valenciennes, 1840","ACCEPTED","NE",7.971917,-73.678139,"cdround,colmafu,inmafu"
"Chordata","","Perciformes","Sciaenidae","Ophioscion","Ophioscion punctatissimus","Ophioscion punctatissimus Meek & Hildebrand, 1925","SYNONYM","NE",11.03223,-74.80629,"inmafu"
"Chordata","","Mugiliformes","Mugilidae","Mugil","Mugil incilis","Mugil incilis Hancock, 1830","ACCEPTED","LC",11.03223,-74.80629,"inmafu"
"Chordata","","Perciformes","Carangidae","Caranx","Caranx hippos","Caranx hippos (Linnaeus, 1766)","ACCEPTED","LC",11.03223,-74.80629,"inmafu"
"Chordata","","Mugiliformes","Mugilidae","Dajaus","Dajaus monticola","Dajaus monticola (Bancroft, 1834)","ACCEPTED","LC",11.03223,-74.80629,"inmafu"
"Chordata","","Perciformes","Eleotridae","Eleotris","Eleotris amblyopsis","Eleotris amblyopsis (Cope, 1871)","ACCEPTED","LC",11.03231,-74.81304,"inmafu"
"Chordata","","Perciformes","Gobiidae","Awaous","Awaous flavus","Awaous flavus (Valenciennes, 1837)","ACCEPTED","LC",11.03231,-74.81304,"inmafu"
"Chordata","","Perciformes","Eleotridae","Eleotris","Eleotris pisonis","Eleotris pisonis (Gmelin, 1789)","ACCEPTED","LC",11.03231,-74.81304,"inmafu"
"Chordata","","Siluriformes","Loricariidae","Hypostomus","Hypostomus hondae","Hypostomus hondae (Regan, 1912)","ACCEPTED","NE",8.31138,-73.7394,"inmano"
"Chordata","","Characiformes","Characidae","Ctenobrycon","Ctenobrycon spilurus","Ctenobrycon spilurus (Valenciennes, 1850)","ACCEPTED","NE",8.31416,-73.78361,"inmano"
"Chordata","","Characiformes","Anostomidae","Leporinus",NA,"Leporinus Agassiz, 1829","ACCEPTED","NE",8.31138,-73.7394,"inmano"
"Chordata","","Siluriformes","Auchenipteridae","Ageneiosus","Ageneiosus pardalis","Ageneiosus pardalis Lütken, 1874","ACCEPTED","LC",8.3188,-73.7238,"inmano"
"Chordata","","Siluriformes","Pimelodidae","Pimelodus","Pimelodus grosskopfii","Pimelodus grosskopfii Steindachner, 1879","ACCEPTED","CR",8.963128,-73.882971,"colmafu,inmafu"
"Chordata","","Siluriformes","Loricariidae","Spatuloricaria","Spatuloricaria gymnogaster","Spatuloricaria gymnogaster (Eigenmann & Vance, 1912)","ACCEPTED","LC",8.963128,-73.882971,"colmafu,inmafu"
"Chordata","","Siluriformes","Pseudopimelodidae","Pseudopimelodus","Pseudopimelodus bufonius","Pseudopimelodus bufonius (Valenciennes, 1840)","ACCEPTED","NE",8.963128,-73.882971,"colmafu,inmafu"
"Chordata","","Anura","Leptodactylidae","Leptodactylus","Leptodactylus bolivianus","Leptodactylus bolivianus Boulenger, 1898","ACCEPTED","LC",9.75,-74.83,"cdc,gass84"
"Chordata","","Anura","Hylidae","Boana",NA,"Boana Gray, 1825","SYNONYM",NA,10.98,-74.79,"cdc,gass84,txmathi"
"Chordata","","Siluriformes","Loricariidae","Rineloricaria",NA,"Rineloricaria Bleeker, 1862","ACCEPTED","NE",7.9513,-73.90033,"colmafu,inmafu"
"Chordata","","Siluriformes","Heptapteridae","Pimelodella","Pimelodella chagresi","Pimelodella chagresi (Steindachner, 1876)","ACCEPTED","NE",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Siluriformes","Loricariidae","Chaetostoma","Chaetostoma fischeri","Chaetostoma fischeri Steindachner, 1879","ACCEPTED","LC",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Characiformes","Characidae","Gephyrocharax","Gephyrocharax melanocheir","Gephyrocharax melanocheir Eigenmann, 1912","ACCEPTED","LC",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Characiformes","Characidae","Creagrutus","Creagrutus magdalenae","Creagrutus magdalenae Eigenmann, 1913","ACCEPTED","LC",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Characiformes","Characidae","Hemibrycon","Hemibrycon dentatus","Hemibrycon dentatus (Eigenmann, 1913)","ACCEPTED","LC",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Siluriformes","Loricariidae","Lasiancistrus","Lasiancistrus caucanus","Lasiancistrus caucanus Eigenmann, 1912","ACCEPTED","LC",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Siluriformes","Loricariidae","Chaetostoma","Chaetostoma thomsoni","Chaetostoma thomsoni Regan, 1904","ACCEPTED","LC",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Siluriformes","Loricariidae","Chaetostoma",NA,"Chaetostoma Tschudi, 1846","ACCEPTED",NA,8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Characiformes","Bryconidae","Brycon","Brycon moorei","Brycon moorei Steindachner, 1878","ACCEPTED","VU",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Characiformes","Prochilodontidae","Ichthyoelephas","Ichthyoelephas longirostris","Ichthyoelephas longirostris (Steindachner, 1879)","ACCEPTED","VU",8.60387,-73.586197,"colmafu,inmafu"
"Chordata","","Perciformes","Cichlidae","Andinoacara","Andinoacara pulcher","Andinoacara pulcher (Gill, 1858)","ACCEPTED","LC",8.603602,-73.525204,"colmafu,inmafu"
"Chordata","","Characiformes","Gasteropelecidae","Gasteropelecus","Gasteropelecus maculatus","Gasteropelecus maculatus Steindachner, 1879","ACCEPTED","LC",8.691342,-73.740927,"colmafu,inmafu"
"Chordata","","Characiformes","Parodontidae","Parodon","Parodon suborbitalis","Parodon suborbitalis Valenciennes, 1850","ACCEPTED","VU",8.691342,-73.740927,"colmafu,inmafu"
"Chordata","","Cyprinodontiformes","Rivulidae","Cynodonichthys","Cynodonichthys magdalenae","Cynodonichthys magdalenae (Eigenmann & Henn, 1916)","ACCEPTED","LC",8.691342,-73.740927,"colmafu,inmafu"
"Chordata","","Characiformes","Characidae","Saccoderma","Saccoderma hastata","Saccoderma hastata (Eigenmann, 1913)","ACCEPTED","LC",8.691342,-73.740927,"colmafu,inmafu"
"Chordata","","Siluriformes","Loricariidae","Sturisomatichthys","Sturisomatichthys aureum","Sturisomatichthys aureum (Steindachner, 1900)","ACCEPTED","DD",8.691342,-73.740927,"colmafu,inmafu"
"Chordata","","Perciformes","Osphronemidae","Trichogaster",NA,"Trichogaster Bloch & Schneider, 1801","ACCEPTED","NE",8.691342,-73.740927,"colmafu,inmafu"
"Chordata","","Characiformes","Characidae","Nanocheirodon","Nanocheirodon insignis","Nanocheirodon insignis (Steindachner, 1880)","ACCEPTED","NE",8.691342,-73.740927,"colmafu,inmafu"
"Chordata","","Characiformes","Characidae","Creagrutus",NA,"Creagrutus Günther, 1864","ACCEPTED","NE",8.63936,-73.607208,"colmafu,inmafu"
"Chordata","","Gymnotiformes","Gymnotidae","Gymnotus","Gymnotus ardilai","Gymnotus ardilai Maldonado-Ocampo & Albert, 2004","ACCEPTED","EN",8.969986,-73.696025,"colmafu,inmafu"
"Chordata","","Siluriformes","Aspredinidae","Bunocephalus","Bunocephalus colombianus","Bunocephalus colombianus Eigenmann, 1912","ACCEPTED","DD",8.961895,-73.634235,"colmafu,inmafu"
"Chordata","","Characiformes","Anostomidae","Leporinus","Leporinus striatus","Leporinus striatus Kner, 1858","ACCEPTED","LC",8.961895,-73.634235,"colmafu,inmafu"
"Chordata","","Siluriformes","Loricariidae","Crossoloricaria","Crossoloricaria variegata","Crossoloricaria variegata (Steindachner, 1879)","ACCEPTED","LC",8.851409,-73.65531,"colmafu,inmafu"
"Chordata","","Gymnotiformes","Sternopygidae","Eigenmannia",NA,"Eigenmannia Jordan & Evermann, 1896","ACCEPTED","NE",8.54531,-73.73503,"inmafu"
"Chordata","","Characiformes","Anostomidae","Abramites","Abramites eques","Abramites eques (Steindachner, 1878)","ACCEPTED","LC",8.22559,-73.76259,"inmafu"
"Chordata","","Gymnotiformes","Apteronotidae","Apteronotus",NA,"Apteronotus Lacepède, 1800","ACCEPTED","NE",8.32344,-73.74433,"inmafu"
"Chordata","","Gymnotiformes","Sternopygidae","Eigenmannia","Eigenmannia zenuensis","Eigenmannia zenuensis Herrera-Collazos, Galindo-Cuervo, Maldonado-Ocampo & Rincón-Sandoval, 2020","ACCEPTED","NE",7.99164,-73.92778,"inmafu"
"Chordata","",NA,"Viperidae","Crotalus","Crotalus durissus","Crotalus durissus Linnaeus, 1758","ACCEPTED","LC",10.78,-74.725556,"cdround,inmafu"
"Chordata","",NA,"Podocnemididae","Podocnemis","Podocnemis lewyana","Podocnemis lewyana Duméril, 1852","ACCEPTED","CR",9.140833,-74.645278,"cdround,inmafu"
"Chordata","","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus hastatus","Phyllostomus hastatus (Pallas, 1767)","ACCEPTED","LC",8.61861,-73.8025,"txmatfuz,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Sturnira","Sturnira lilium","Sturnira lilium (E.Geoffroy, 1810)","ACCEPTED","LC",8.61861,-73.8025,"txmatfuz,inmano"
"Chordata","","Chiroptera","Phyllostomidae","Anoura","Anoura geoffroyi","Anoura geoffroyi Gray, 1838","ACCEPTED","LC",8.61861,-73.8025,"inmano"
"Chordata","","Chiroptera","Phyllostomidae","Artibeus","Artibeus glaucus","Artibeus glaucus Thomas, 1893","ACCEPTED","LC",8.61861,-73.8025,"inmano"
"Chordata","","Chiroptera","Phyllostomidae","Artibeus","Artibeus lituratus","Artibeus lituratus (Olfers, 1818)","ACCEPTED","LC",8.61861,-73.8025,"inmano"
"Chordata","","Chiroptera","Phyllostomidae","Uroderma","Uroderma magnirostrum","Uroderma magnirostrum Davis, 1968","ACCEPTED","LC",8.61861,-73.8025,"inmano"
"Chordata","","Chiroptera","Phyllostomidae","Sturnira","Sturnira erythromos","Sturnira erythromos (Tschudi, 1844)","ACCEPTED","LC",8.61861,-73.8025,"txmatfuz,inmano"
"Chordata","",NA,"Colubridae","Scaphiodontophis","Scaphiodontophis annulatus","Scaphiodontophis annulatus (Duméril, Bibron & Duméril, 1854)","ACCEPTED","LC",10.738154,-74.988072,"cdround,colmafu,inmafu"
"Chordata","",NA,"Scincidae","Mabuya",NA,"Mabuya Fitzinger, 1826","ACCEPTED","NE",10.799638,-74.917011,"cdround,colmafu,inmafu"
"Chordata","","Gymnophiona","Caeciliidae","Caecilia","Caecilia isthmica","Caecilia isthmica Cope, 1877","ACCEPTED","LC",9.450278,-74.9075,"cdround,inmano"
"Chordata","","Gymnophiona","Typhlonectidae","Typhlonectes","Typhlonectes natans","Typhlonectes natans (Fischer, 1880)","ACCEPTED","LC",9.450278,-74.9075,"cdround,inmano"
"Chordata","","Anura","Centrolenidae","Hyalinobatrachium","Hyalinobatrachium fleischmanni","Hyalinobatrachium fleischmanni (Boettger, 1893)","ACCEPTED","LC",9.450278,-74.9075,"cdround,inmano"
"Chordata","",NA,"Teiidae","Ameiva","Ameiva ameiva","Ameiva ameiva (Linnaeus, 1758)","ACCEPTED","LC",9.339997,-74.907358,"cdround,gass84,inmano"
"Chordata","",NA,"Dactyloidae","Anolis","Anolis tropidogaster","Anolis tropidogaster Hallowell, 1856","ACCEPTED","LC",9.339997,-74.907358,"cdround,gass84,inmano"
"Chordata","","Synbranchiformes","Synbranchidae","Synbranchus","Synbranchus marmoratus","Synbranchus marmoratus Bloch, 1795","ACCEPTED","LC",7.99164,-73.92778,"inmafu"
"Chordata","",NA,"Phyllodactylidae","Thecadactylus",NA,"Thecadactylus Cuvier, 1820","ACCEPTED","NE",8.288944,-73.598806,"cdround,colmafu,inmafu"
"Chordata","",NA,"Dactyloidae","Anolis","Anolis sulcifrons","Anolis sulcifrons Cope, 1899","ACCEPTED","NT",8.383889,-73.609167,"cdround,colmafu,inmafu"
"Chordata","",NA,"Colubridae","Clelia","Clelia equatoriana","Clelia equatoriana (Amaral, 1924)","ACCEPTED","LC",8.391389,-73.618611,"cdround,colmafu,inmafu"
