"phylum","class","order","family","genus","species","acceptedScientificName","taxonomicStatus","iucnRedListCategory","decimalLatitude","decimalLongitude","issues"
"Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","Synallaxis albescens","Synallaxis albescens Temminck, 1823","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Cuculiformes","Cuculidae","Piaya","Piaya cayana","Piaya cayana (Linnaeus, 1766)","ACCEPTED","LC",10.010525,-75.04605,"cdc"
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco femoralis","Falco femoralis Temminck, 1822","ACCEPTED","LC",8.309645,-73.59876,"cdc"
"Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus americanus","Coccyzus americanus (Linnaeus, 1758)","ACCEPTED","LC",10.010525,-75.04605,"cdc"
"Chordata","Aves","Passeriformes","Cotingidae","Pachyramphus","Pachyramphus polychopterus","Pachyramphus polychopterus (Vieillot, 1818)","ACCEPTED","LC",10.049237,-75.01675,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Atalotriccus","Atalotriccus pilaris","Atalotriccus pilaris (Cabanis, 1847)","ACCEPTED","LC",10.049237,-75.01675,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus","Contopus sordidulus P.L.Sclater, 1859","ACCEPTED","LC",10.049237,-75.01675,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus virens","Contopus virens (Linnaeus, 1766)","ACCEPTED","LC",10.049237,-75.01675,"cdc"
"Chordata","Amphibia","Anura","Hylidae","Boana","Boana pugnax","Boana pugnax (Schmidt, 1857)","ACCEPTED","LC",9.137619,-74.219057,"cdc,cdround"
"Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna bicolor","Dendrocygna bicolor (Vieillot, 1816)","ACCEPTED","LC",9.77568,-74.822815,"cdc"
"Chordata","Aves","Charadriiformes","Laridae","Sternula","Sternula superciliaris","Sternula superciliaris (Vieillot, 1819)","ACCEPTED","LC",9.77568,-74.822815,"cdc"
"Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus mexicanus","Himantopus mexicanus (P.L.S.Müller, 1776)","ACCEPTED","LC",9.77568,-74.822815,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter bicolor","Accipiter bicolor (Vieillot, 1817)","ACCEPTED","LC",10.014338,-75.05339,"cdc"
"Chordata","Aves","Passeriformes","Vireonidae","Cyclarhis","Cyclarhis gujanensis","Cyclarhis gujanensis (Gmelin, 1789)","ACCEPTED","LC",10.014338,-75.05339,"cdc"
"Chordata","Aves","Passeriformes","Vireonidae","Hylophilus","Hylophilus flavipes","Hylophilus flavipes Lafresnaye, 1845","ACCEPTED","LC",10.014338,-75.05339,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Glaucis","Glaucis hirsutus","Glaucis hirsutus (J.F.Gmelin, 1788)","ACCEPTED","LC",10.014338,-75.05339,"cdc"
"Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus pumilus","Coccyzus pumilus Strickland, 1852","SYNONYM","LC",9.716474,-74.97951,"cdc"
"Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus grayi","Turdus grayi Bonaparte, 1838","ACCEPTED","LC",9.716474,-74.97951,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Forpus","Forpus xanthopterygius","Forpus xanthopterygius spengeli (Hartlaub, 1885)","SYNONYM","LC",9.716474,-74.97951,"cdc"
"Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus ignobilis","Turdus ignobilis P.L.Sclater, 1858","ACCEPTED","LC",7.960674,-73.68668,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Formicivora","Formicivora intermedia","Formicivora intermedia Cabanis, 1847","ACCEPTED","LC",8.029294,-73.583565,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila intermedia","Sporophila intermedia Cabanis, 1851","ACCEPTED","LC",8.029294,-73.583565,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Columbina","Columbina minuta","Columbina minuta (Linnaeus, 1766)","ACCEPTED","LC",9.01011,-73.974236,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chalybura","Chalybura buffonii","Chalybura buffonii (R.Lesson, 1832)","ACCEPTED","LC",9.01011,-73.974236,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Tyrannulus","Tyrannulus elatus","Tyrannulus elatus (Latham, 1790)","ACCEPTED","LC",8.992719,-73.969376,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiopagis","Myiopagis gaimardii","Myiopagis gaimardii (Orbigny, 1840)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Claravis","Claravis pretiosa","Claravis pretiosa (Ferrari-Pérez, 1886)","ACCEPTED","LC",10.002354,-74.78129,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Gampsonyx","Gampsonyx swainsonii","Gampsonyx swainsonii Vigors, 1825","ACCEPTED","LC",10.002354,-74.78129,"cdc"
"Chordata","Aves","Falconiformes","Falconidae","Micrastur","Micrastur semitorquatus","Micrastur semitorquatus (Vieillot, 1817)","ACCEPTED","LC",10.002354,-74.78129,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Chondrohierax","Chondrohierax uncinatus","Chondrohierax uncinatus (Temminck, 1822)","ACCEPTED","LC",8.251683,-73.59362,"cdc"
"Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus","Thalasseus maximus (Boddaert, 1783)","ACCEPTED","LC",9.10201,-74.37241,"cdc"
"Chordata","Aves","Coraciiformes","Alcedinidae","Chloroceryle","Chloroceryle aenea","Chloroceryle aenea (Pallas, 1764)","ACCEPTED","LC",9.003025,-74.10548,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Capsiempis","Capsiempis flaveola","Capsiempis flaveola (Lichtenstein, 1823)","ACCEPTED","LC",9.002869,-74.10524,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus oryzivorus","Molothrus oryzivorus (Gmelin, 1788)","ACCEPTED","LC",9.019454,-74.05315,"cdc"
"Chordata","Aves","Tinamiformes","Tinamidae","Tinamus","Tinamus major","Tinamus major (J.F.Gmelin, 1789)","ACCEPTED","LC",9.943109,-75.06668,"cdc"
"Chordata","Aves","Passeriformes","Troglodytidae","Thryophilus","Thryophilus rufalbus","Thryophilus rufalbus (Lafresnaye, 1845)","ACCEPTED","LC",9.943109,-75.06668,"cdc"
"Chordata","Squamata",NA,"Corytophanidae","Basiliscus","Basiliscus basiliscus","Basiliscus basiliscus barbouri Ruthven, 1914","ACCEPTED",NA,9.273077,-74.463775,"cdc,cdround"
"Chordata","Squamata",NA,"Viperidae","Bothrops","Bothrops asper","Bothrops asper (Garman, 1883)","ACCEPTED","LC",10.012066,-75.048013,"cdc,cdround"
"Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas speciosa","Patagioenas speciosa (J.F.Gmelin, 1789)","ACCEPTED","LC",10.027288,-75.0438,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona farinosa","Amazona farinosa (Boddaert, 1783)","ACCEPTED","LC",10.027288,-75.0438,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila bouvronides","Sporophila bouvronides (R.Lesson, 1831)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Leptodon","Leptodon cayanensis","Leptodon cayanensis (Latham, 1790)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos","Calidris melanotos (Vieillot, 1819)","ACCEPTED","LC",9.300477,-74.454575,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa flavipes","Tringa flavipes (J.F.Gmelin, 1789)","ACCEPTED","LC",9.300477,-74.454575,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Buteogallus","Buteogallus urubitinga","Buteogallus urubitinga (Gmelin, 1788)","ACCEPTED","LC",9.244766,-74.45877,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris minutilla","Calidris minutilla (Vieillot, 1819)","ACCEPTED","LC",9.31139,-74.44898,"cdc"
"Chordata","Aves","Charadriiformes","Charadriidae","Anarhynchus",NA,"Anarhynchus Quoy & Gaimard, 1832","ACCEPTED","NE",9.315198,-74.44389,"cdc,txmathi"
"Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa semipalmata","Tringa semipalmata (J.F.Gmelin, 1789)","ACCEPTED","LC",9.315198,-74.44389,"cdc"
"Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus sandvicensis","Thalasseus sandvicensis (Latham, 1787)","ACCEPTED","LC",9.315198,-74.44389,"cdc"
"Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula chloropus","Gallinula chloropus galeata (Lichtenstein, 1818)","SYNONYM","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Passeriformes","Furnariidae","Lepidocolaptes","Lepidocolaptes souleyetii","Lepidocolaptes souleyetii (Des Murs, 1849)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Phaeochroa","Phaeochroa cuvierii","Phaeochroa cuvierii (Delattre & Bourcier, 1846)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus venezuelensis","Myiarchus venezuelensis Lawrence, 1865","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiopagis","Myiopagis viridicata","Myiopagis viridicata (Vieillot, 1817)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Leptopogon","Leptopogon amaurocephalus","Leptopogon amaurocephalus Tschudi, 1846","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Parkesia","Parkesia noveboracensis","Parkesia noveboracensis (J.F.Gmelin, 1789)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga pitiayumi","Setophaga pitiayumi (Vieillot, 1817)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chrysolampis","Chrysolampis mosquitus","Chrysolampis mosquitus (Linnaeus, 1758)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Conirostrum","Conirostrum leucogenys","Conirostrum leucogenys (Lafresnaye, 1852)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Todirostrum","Todirostrum nigriceps","Todirostrum nigriceps P.L.Sclater, 1855","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo olivaceus","Vireo olivaceus (Linnaeus, 1766)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Furnariidae","Xenops","Xenops minutus","Xenops minutus (Sparrman, 1788)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Polioptilidae","Ramphocaenus","Ramphocaenus melanurus","Ramphocaenus melanurus Vieillot, 1819","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax traillii","Empidonax traillii (Audubon, 1828)","ACCEPTED","LC",9.907297,-75.10589,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Cacicus","Cacicus cela","Cacicus cela (Linnaeus, 1758)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Piciformes","Picidae","Veniliornis","Veniliornis kirkii","Veniliornis kirkii (Malherbe, 1845)","SYNONYM","NE",9.010167,-74.08134,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Florisuga","Florisuga mellivora","Florisuga mellivora (Linnaeus, 1758)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo brachyurus","Buteo brachyurus Vieillot, 1816","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Furnariidae","Dendrocincla","Dendrocincla fuliginosa","Dendrocincla fuliginosa (Vieillot, 1818)","ACCEPTED","LC",10.014338,-75.05339,"cdc"
"Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana","Fulica americana Gmelin, 1789","ACCEPTED","LC",8.930362,-73.63651,"cdc"
"Chordata","Amphibia","Anura","Hylidae","Dendropsophus","Dendropsophus microcephalus","Dendropsophus microcephalus (Cope, 1886)","ACCEPTED","LC",8.66736,-74.030013,"cdc,cdround"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus crinitus","Myiarchus crinitus (Linnaeus, 1758)","ACCEPTED","LC",9.269767,-74.23761,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga castanea","Setophaga castanea (A.Wilson, 1810)","ACCEPTED","LC",9.280831,-74.23277,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chlorostilbon","Chlorostilbon melanorhynchus","Chlorostilbon melanorhynchus Gould, 1860","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Squamata",NA,"Elapidae","Micrurus","Micrurus dissoleucus","Micrurus dissoleucus Cope, 1860","ACCEPTED","LC",9.848725,-74.586733,"cdc,cdround"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus panamensis","Myiarchus panamensis Lawrence, 1860","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga magnolia","Setophaga magnolia (A.Wilson, 1811)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga striata","Setophaga striata (J.R.Forster, 1772)","ACCEPTED","NT",9.942203,-75.10095,"cdc"
"Chordata","Squamata",NA,"Boidae","Corallus","Corallus ruschenbergerii","Corallus ruschenbergerii (Cope, 1875)","ACCEPTED","LC",9.84789,-74.58525,"cdc,cdround"
"Chordata","Aves","Suliformes","Fregatidae","Fregata","Fregata magnificens","Fregata magnificens Mathews, 1914","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus occidentalis","Pelecanus occidentalis Linnaeus, 1766","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Piciformes","Picidae","Picumnus","Picumnus olivaceus","Picumnus olivaceus Lafresnaye, 1845","ACCEPTED","LC",9.925897,-75.11036,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas subvinacea","Patagioenas subvinacea (Lawrence, 1868)","ACCEPTED","LC",9.228352,-74.41423,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Leptopogon","Leptopogon superciliaris","Leptopogon superciliaris Tschudi, 1844","ACCEPTED","LC",8.95368,-73.62551,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona amazonica","Amazona amazonica (Linnaeus, 1766)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Squamata",NA,"Colubridae","Erythrolamprus","Erythrolamprus melanotus","Erythrolamprus melanotus lamari (Dixon & Michaud, 1992)","ACCEPTED",NA,9.844608,-74.589363,"cdc,cdround"
"Chordata","Aves","Apodiformes","Trochilidae","Saucerottia","Saucerottia castaneiventris","Saucerottia castaneiventris (Gould, 1856)","ACCEPTED","NE",8.182388,-73.59408,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo albicaudatus","Buteo albicaudatus Vieillot, 1816","SYNONYM","LC",8.600891,-73.63615,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella magna","Sturnella magna (Linnaeus, 1758)","ACCEPTED","NT",8.191401,-73.58368,"cdc"
"Chordata","Aves","Passeriformes","Fringillidae","Euphonia","Euphonia xanthogaster","Euphonia xanthogaster Sundevall, 1834","ACCEPTED","LC",8.184772,-73.56583,"cdc,cdround"
"Chordata","Aves","Passeriformes","Hirundinidae","Riparia","Riparia riparia","Riparia riparia (Linnaeus, 1758)","ACCEPTED","LC",8.191401,-73.58368,"cdc"
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","Tyto alba (Scopoli, 1769)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta tricolor","Egretta tricolor (Statius Muller, 1776)","ACCEPTED","LC",8.992992,-73.97043,"cdc"
"Chordata","Aves","Charadriiformes","Laridae","Gelochelidon","Gelochelidon nilotica","Gelochelidon nilotica (J.F.Gmelin, 1789)","ACCEPTED","LC",8.992992,-73.97043,"cdc"
"Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota","Petrochelidon pyrrhonota (Vieillot, 1817)","ACCEPTED","LC",8.962471,-74.024025,"cdc"
"Chordata","Squamata",NA,"Sphaerodactylidae","Gonatodes","Gonatodes vittatus","Gonatodes vittatus (Lichtenstein & Martens, 1856)","ACCEPTED","LC",9.415195,-74.59763,"cdc,cdround"
"Chordata",NA,"Cyprinodontiformes","Poeciliidae","Poecilia","Poecilia caucana","Poecilia caucana (Steindachner, 1880)","ACCEPTED","LC",9.8602,-74.598817,""
"Chordata",NA,"Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon proteus","Hyphessobrycon proteus Eigenmann, 1913","ACCEPTED","LC",9.8602,-74.598817,""
"Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta seniculus","Alouatta seniculus (Linnaeus, 1766)","ACCEPTED","LC",9.9507,-75.096102,"cdc,cdround"
"Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila schistacea","Sporophila schistacea (Lawrence, 1862)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Anseriformes","Anatidae","Anas","Anas georgica","Anas georgica J.F.Gmelin, 1789","ACCEPTED","LC",8.993204,-73.97149,"cdc"
"Chordata","Aves","Passeriformes","Furnariidae","Xiphorhynchus","Xiphorhynchus susurrans","Xiphorhynchus susurrans (Jardine, 1847)","ACCEPTED","LC",8.993204,-73.97149,"cdc"
"Chordata","Aves","Apodiformes","Apodidae","Chaetura","Chaetura brachyura","Chaetura brachyura (Jardine, 1846)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Eucometis","Eucometis penicillata","Eucometis penicillata (Spix, 1825)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Nyctibiiformes","Nyctibiidae","Nyctibius","Nyctibius griseus","Nyctibius griseus (J.F.Gmelin, 1789)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Piciformes","Bucconidae","Notharchus","Notharchus tectus","Notharchus tectus (Boddaert, 1783)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila nigricollis","Sporophila nigricollis (Vieillot, 1823)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo virginianus","Bubo virginianus (J.F.Gmelin, 1788)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Piciformes","Bucconidae","Nonnula","Nonnula frontalis","Nonnula frontalis (P.L.Sclater, 1854)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Passeriformes","Passerellidae","Arremonops","Arremonops conirostris","Arremonops conirostris (Bonaparte, 1850)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas plumbea","Patagioenas plumbea (Vieillot, 1818)","ACCEPTED","LC",9.926502,-75.111046,"cdc"
"Chordata","Aves","Apodiformes","Apodidae","Chaetura","Chaetura spinicaudus","Chaetura spinicaudus (Temminck, 1839)","ACCEPTED","LC",9.940849,-75.10683,"cdc"
"Chordata","Aves","Piciformes","Ramphastidae","Ramphastos","Ramphastos ambiguus","Ramphastos ambiguus Swainson, 1823","ACCEPTED","NT",9.961282,-75.103264,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Oncostoma","Oncostoma olivaceum","Oncostoma olivaceum (Lawrence, 1862)","ACCEPTED","LC",9.961282,-75.103264,"cdc"
"Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus lansbergi","Coccyzus lansbergi Bonaparte, 1850","ACCEPTED","LC",9.961282,-75.103264,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Stilpnia","Stilpnia larvata","Stilpnia larvata (Du Bus de Gisignies, 1846)","ACCEPTED","NE",8.178351,-73.52644,"cdc"
"Chordata","Amphibia","Anura","Dendrobatidae","Dendrobates","Dendrobates truncatus","Dendrobates truncatus (Cope, 1861)","ACCEPTED","LC",9.927462,-75.11269,"cdc,cdround"
"Chordata","Amphibia","Anura","Leptodactylidae","Pleurodema","Pleurodema brachyops","Pleurodema brachyops (Cope, 1869)","ACCEPTED","LC",9.883813,-74.6036,"cdc,cdround"
"Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta rufescens","Egretta rufescens (Gmelin, 1789)","ACCEPTED","NT",9.248819,-74.426216,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Tolmomyias","Tolmomyias assimilis","Tolmomyias assimilis flavotectus (Hartert, 1902)","SYNONYM","LC",8.171733,-73.52262,"cdc"
"Chordata","Squamata",NA,"Boidae","Boa","Boa constrictor","Boa constrictor Linnaeus, 1758","ACCEPTED","LC",9.346977,-75.031735,"cdc,cdround"
"Chordata","Mammalia","Pilosa","Myrmecophagidae","Tamandua","Tamandua mexicana","Tamandua mexicana (Saussure, 1860)","ACCEPTED","LC",9.346977,-75.031735,"cdc,cdround"
"Chordata",NA,"Siluriformes","Loricariidae","Sturisomatichthys","Sturisomatichthys panamense","Sturisomatichthys panamense (Eigenmann & Eigenmann, 1889)","ACCEPTED","NE",9.269714,-74.727086,""
"Chordata",NA,"Characiformes","Bryconidae","Salminus","Salminus affinis","Salminus affinis Steindachner, 1880","ACCEPTED","NE",9.26825,-74.728981,""
"Chordata",NA,"Characiformes","Bryconidae","Brycon",NA,"Brycon Müller & Troschel, 1844","ACCEPTED","NE",9.26825,-74.728981,""
"Chordata",NA,"Characiformes","Curimatidae","Curimata","Curimata mivartii","Curimata mivartii Steindachner, 1878","ACCEPTED","NT",9.26825,-74.728981,""
"Chordata",NA,"Characiformes","Characidae","Cynopotamus","Cynopotamus magdalenae","Cynopotamus magdalenae (Steindachner, 1879)","ACCEPTED","NT",9.221269,-74.756164,""
"Chordata",NA,"Siluriformes","Auchenipteridae","Trachelyopterus","Trachelyopterus insignis","Trachelyopterus insignis (Steindachner, 1878)","ACCEPTED","LC",9.170142,-74.730653,""
"Chordata",NA,"Characiformes","Characidae","Astyanax",NA,"Astyanax Baird & Girard, 1854","ACCEPTED","NE",9.234586,-74.892533,""
"Chordata",NA,"Characiformes","Acestrorhynchidae","Gilbertolus","Gilbertolus alatus","Gilbertolus alatus (Steindachner, 1878)","ACCEPTED","LC",9.155278,-74.783556,""
"Chordata",NA,"Siluriformes","Heptapteridae","Rhamdia","Rhamdia quelen","Rhamdia quelen (Quoy & Gaimard, 1824)","ACCEPTED","LC",9.319083,-74.813972,""
"Chordata",NA,"Siluriformes","Loricariidae","Spatuloricaria",NA,"Spatuloricaria Schultz, 1944","ACCEPTED","NE",9.205072,-74.828639,""
"Chordata",NA,"Characiformes","Ctenoluciidae","Ctenolucius","Ctenolucius hujeta","Ctenolucius hujeta (Valenciennes, 1850)","ACCEPTED","NE",9.24475,-74.850194,""
"Chordata","Aves","Piciformes","Bucconidae","Notharchus","Notharchus hyperrhynchus","Notharchus hyperrhynchus (P.L.Sclater, 1856)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Tachybaptus dominicus","Tachybaptus dominicus (Linnaeus, 1766)","ACCEPTED","LC",9.705173,-74.86877,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Thalurania","Thalurania colombica","Thalurania colombica (Bourcier, 1843)","ACCEPTED","LC",8.4705,-73.61305,"cdc"
"Chordata","Mammalia","Cingulata","Dasypodidae","Cabassous","Cabassous centralis","Cabassous centralis (Miller, 1899)","ACCEPTED","DD",9.346977,-75.031735,"cdc,cdround"
"Chordata","Squamata",NA,"Colubridae","Spilotes","Spilotes pullatus","Spilotes pullatus (Linnaeus, 1758)","ACCEPTED","LC",9.346977,-75.031735,"cdc,cdround"
"Chordata","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus","Rattus rattus (Linnaeus, 1758)","ACCEPTED","LC",9.346977,-75.031735,"cdc,cdround"
"Chordata","Mammalia","Carnivora","Canidae","Cerdocyon","Cerdocyon thous","Cerdocyon thous (Linnaeus, 1766)","ACCEPTED","LC",9.346977,-75.031735,"cdc,cdround"
"Chordata","Testudines",NA,"Kinosternidae","Kinosternon","Kinosternon scorpioides","Kinosternon scorpioides scorpioides","ACCEPTED",NA,9.848906,-75.070232,"cdc,cdround"
"Chordata","Aves","Passeriformes","Cardinalidae","Spiza","Spiza americana","Spiza americana (J.F.Gmelin, 1789)","ACCEPTED","LC",9.875491,-74.62682,"cdc"
"Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga olivacea","Piranga olivacea (J.F.Gmelin, 1789)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata",NA,"Copelata","Fritillariidae","Appendicularia",NA,"Appendicularia Fol, 1874","ACCEPTED",NA,10.019,-75.066,""
"Chordata",NA,NA,NA,NA,NA,"Chordata","ACCEPTED","NE",10.019,-75.066,""
"Chordata","Squamata",NA,"Colubridae","Leptophis","Leptophis ahaetulla","Leptophis ahaetulla occidentalis (Günther, 1859)","ACCEPTED",NA,9.346977,-75.031735,"cdc,cdround"
"Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus savagei","Leptodactylus savagei Heyer, 2005","ACCEPTED","LC",9.917363,-75.025863,"cdc,cdround"
"Chordata","Squamata",NA,"Dactyloidae","Anolis","Anolis biporcatus","Anolis biporcatus (Wiegmann, 1834)","ACCEPTED","LC",9.878658,-75.087411,"cdc,cdround"
"Chordata","Amphibia","Anura","Hylidae","Scarthyla","Scarthyla vigilans","Scarthyla vigilans (Solano, 1971)","ACCEPTED","LC",9.232237,-74.873563,""
"Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax rostratus","Scinax rostratus (Peters, 1863)","ACCEPTED","LC",9.232237,-74.873563,""
"Chordata","Amphibia","Anura","Leptodactylidae","Engystomops","Engystomops pustulosus","Engystomops pustulosus (Cope, 1864)","ACCEPTED","LC",9.232237,-74.873563,""
"Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus fragilis","Leptodactylus fragilis (Brocchi, 1877)","ACCEPTED","LC",9.232237,-74.873563,""
"Chordata","Amphibia","Anura","Leptodactylidae","Pseudopaludicola","Pseudopaludicola pusilla","Pseudopaludicola pusilla (Ruthven, 1916)","ACCEPTED","LC",9.232237,-74.873563,""
